Author_ID;Original_Name;Standardized_Name;Number_of_papers
573;Assaleh, K.;Assaleh, K.;1
574;Assayony, M.O.;Assayony, M.O.;2
575;Assegie, T.A.;Assegie, T.A.;1
576;Assma, O.H.;Assma, O.H.;1
577;Astram, J.J.;Astram, J.J.;1
578;Atharva, R.;Atharva, R.;1
579;Athilakshmi, R.;Athilakshmi, R.;1
580;Atika Sari, C.;Atika Sari, C.;2
581;Atiya, A.F.;Atiya, A.F.;1
582;Atlas, A.;Atlas, A.;1
583;Atsuta, K.;Atsuta, K.;1
584;Aubin, V.;Aubin, V.;3
585;Auda, G.A.;Auda, G.A.;1
586;Augusteijn, M.;Augusteijn, M.;1
587;Augusteijn, M.F.;Augusteijn, M.F.;1
588;Augustin, E.;Augustin, E.;3
589;Augusto, A.B.;Augusto, A.B.;1
590;Aulama, M.M.;Aulama, M.M.;1
591;Aulia, M.R.;Aulia, M.R.;1
592;Autret, Y.;Autret, Y.;2
593;Avila, M.;Avila, M.;1
594;Avina-Cervantes, J.G.;Avina-Cervantes, J.G.;1
595;Awad, M.;Awad, M.;1
596;Awad, W.K.;Awad, W.K.;1
597;Awal, A.-M.;Awal, A.-M.;3
598;Awan, S.M.;Awan, S.M.;1
599;Away, Y.;Away, Y.;1
600;Awni, M.;Awni, M.;1
601;Awwad, S.;Awwad, S.;1
602;Aydemir, M.S.;Aydemir, M.S.;1
603;Aydin, B.;Aydin, B.;1
604;Aye, Z.C.;Aye, Z.C.;1
605;Ayouby, W.;Ayouby, W.;1
606;Aysa, A.;Aysa, A.;3
607;Ayyadevara, S.A.;Ayyadevara, S.A.;1
608;Ayyalasomayajula, K.R.;Ayyalasomayajula, K.R.;1
609;Ayyappan, S.;Ayyappan, S.;1
610;Ayyaz, M.N.;Ayyaz, M.N.;1
611;Azad Rabby, A.K.M.S.;Azad Rabby, A.K.M.S.;2
612;Azam, F.;Azam, F.;1
613;Azam, Md.S.;Azam, Md.S.;1
614;Azar, A.T.;Azar, A.T.;1
615;Azeem, M.;Azeem, M.;1
616;Azeem, S.A.;Azeem, S.A.;4
617;Azeemunisa, R.;Azeemunisa, R.;1
618;Azevedo, W.W.;Azevedo, W.W.;2
619;Aziz, I.A.;Aziz, I.A.;1
620;Aziz, K.;Aziz, K.;1
621;Aziz, M.A.;Aziz, M.A.;1
622;Aziz, N.S.;Aziz, N.S.;1
623;Aziz, T.I.;Aziz, T.I.;1
624;Azizan, S.A.B.;Azizan, S.A.B.;1
625;Azizi, N.;Azizi, N.;4
626;Azizul Hakim, S.M.;Azizul Hakim, S.M.;1
627;Azmi, A.N.;Azmi, A.N.;3
628;Azmi, M.S.;Azmi, M.S.;4
629;Azmi, R.;Azmi, R.;2
630;Azouaoui, A.;Azouaoui, A.;2
631;Azziz, U.;Azziz, U.;1
632;Azzopardi, G.;Azzopardi, G.;1
633;Azzouz Omar, Z.;Azzouz Omar, Z.;1
634;Ba, L.D.;Ba, L.D.;1
635;Baati, K.;Baati, K.;1
636;Baba, Norio;Baba, Norio;1
637;Babaee, M.R.;Babaee, M.R.;1
638;Babahenini, M.C.;Babahenini, M.C.;1
639;Babczyński, T.;Babczyński, T.;2
640;Baber, J.;Baber, J.;1
641;Babkin, S.;Babkin, S.;1
642;Babri, H.;Babri, H.;1
643;Babri, H.A.;Babri, H.A.;1
644;Babu, B.R.;Babu, B.R.;1
645;Babu, D.;Babu, D.;1
646;Babu, G.S.;Babu, G.S.;1
647;Babu, N.;Babu, N.;1
648;Babu, P.;Babu, P.;2
649;Babu, U.R.;Babu, U.R.;1
650;Babu Anto, P.;Babu Anto, P.;2
651;Bača, M.;Bača, M.;1
652;Bacanin, N.;Bacanin, N.;1
653;Baccarani, G.;Baccarani, G.;1
654;Baccash, J.;Baccash, J.;1
655;Baccour, L.;Baccour, L.;1
656;Badalabadi, H.;Badalabadi, H.;1
657;Badawy, M.;Badawy, M.;2
658;Badea, R.-V.;Badea, R.-V.;1
659;Bader, D.M.K.;Bader, D.M.K.;1
660;Badre, Albert N.;Badre, Albert N.;1
661;Baechler, M.;Baechler, M.;1
662;Baesi, F.;Baesi, F.;1
663;Bafjaish, S.S.;Bafjaish, S.S.;1
664;Bag, R.;Bag, R.;1
665;Bag, S.;Bag, S.;14
666;Bagde, P.R.;Bagde, P.R.;1
667;Bage, D.D.;Bage, D.D.;1
668;Bagheri Shouraki, S.;Bagheri Shouraki, S.;1
669;Bagirov, A.;Bagirov, A.;1
670;Bague, L.R.;Bague, L.R.;1
671;Bahador, M.;Bahador, M.;1
672;Bahadori, H.;Bahadori, H.;1
673;Bahashwan, M.;Bahashwan, M.;1
674;Bahmani, Z.;Bahmani, Z.;1
675;Bai, G.;Bai, G.;2
676;Bai, H.;Bai, H.;2
677;Bai, L.;Bai, L.;2
678;Bai, Q.;Bai, Q.;1
679;Bai, X.;Bai, X.;1
680;Bai, Y.;Bai, Y.;2
681;Baidyk, T.;Baidyk, T.;3
682;Baig, A.R.;Baig, A.R.;1
683;Baiou, A.;Baiou, A.;1
684;Baird, B.;Baird, B.;1
685;Baird, H.S.;Baird, H.S.;3
686;Bajaj, S.;Bajaj, S.;1
687;Bajdyk, T.N.;Bajdyk, T.N.;1
688;Bajeszeyadaljunaeidia;Bajeszeyadaljunaeidia;1
689;Bajla, I.;Bajla, I.;1
690;Ba-Karait, N.O.S.;Ba-Karait, N.O.S.;1
691;Baker, K.D.;Baker, K.D.;2
692;Bakhsh, N.N.;Bakhsh, N.N.;2
693;Bakhtyar, M.;Bakhtyar, M.;1
694;Bal, A.;Bal, A.;2
695;Balabantaray, R.C.;Balabantaray, R.C.;2
696;Balaha, H.M.;Balaha, H.M.;2
697;Balaji, J.M.;Balaji, J.M.;1
698;Balakrishnan, K.;Balakrishnan, K.;5
699;Balamurali, A.;Balamurali, A.;1
700;Balasubramaniam, A.;Balasubramaniam, A.;1
701;Baldominos, A.;Baldominos, A.;3
702;Bali, S.;Bali, S.;1
703;Ball, G.R.;Ball, G.R.;7
704;Baltzer, Amy J.;Baltzer, Amy J.;1
705;Bamford, M.;Bamford, M.;1
706;Ban, T.;Ban, T.;1
707;Bandara, D.C.;Bandara, D.C.;1
708;Bandara, G.E.M.D.C.;Bandara, G.E.M.D.C.;8
709;Bandara, R.;Bandara, R.;1
710;Bandyopadhyay, A.;Bandyopadhyay, A.;2
711;Bandyopadhyay, S.;Bandyopadhyay, S.;1
712;Bandyopadhyay, S.K.;Bandyopadhyay, S.K.;6
713;Banerjee, A.;Banerjee, A.;3
714;Banerjee, P.;Banerjee, P.;1
715;Banerjee, S.;Banerjee, S.;5
716;Banerjee, W.;Banerjee, W.;1
717;Bang, S.-Y.;Bang, S.-Y.;5
718;Bangyal, W.H.;Bangyal, W.H.;1
719;Banik, B.;Banik, B.;1
720;BaniYounes, M.A.;BaniYounes, M.A.;1
721;Banks, R.N.;Banks, R.N.;1
722;Bannigidad, P.;Bannigidad, P.;1
723;Bansal, P.K.;Bansal, P.K.;1
724;Bansal, S.;Bansal, S.;1
725;Banu, A.S.;Banu, A.S.;1
726;Banumathi, K.L.;Banumathi, K.L.;1
727;Banumathi, P.;Banumathi, P.;1
728;Banupriya, G.;Banupriya, G.;1
729;Bao, F.;Bao, F.;1
730;Baozong, Y.;Baozong, Y.;1
731;Bao-Zong, Y.;Bao-Zong, Y.;1
732;Barakat, B.;Barakat, B.;1
733;Barakat, B.K.;Barakat, B.K.;1
734;Baranidharan, B.;Baranidharan, B.;1
735;Barbano, P.E.;Barbano, P.E.;1
736;Barbantan, I.;Bǎrbǎnţan, I.;1
737;Bǎrbǎnţan, I.;Bǎrbǎnţan, I.;2
738;Barberis, L.;Barberis, L.;1
739;Barbour, G.S.;Barbour, G.S.;1
740;Barboza, F.D.;Barboza, F.D.;1
741;Barbuti, N.;Barbuti, N.;1
742;Barbuzzi, D.;Barbuzzi, D.;2
743;Bardamova, M.;Bardamova, M.;1
744;Barddal, J.P.;Barddal, J.P.;1
745;Baret, O.;Baret, O.;1
746;Barge, M.;Barge, M.;1
747;Barhate, P.B.;Barhate, P.B.;1
748;Bari, M.;Bari, M.;1
749;Barlas, G.;Barlas, G.;1
750;Barlas, P.;Barlas, P.;3
751;Barman, M.;Barman, M.;1
752;Barman, P.C.;Barman, P.C.;1
753;Baró, A.;Baró, A.;2
754;Barreto, A.;Barreto, A.;1
755;Barrett, B.;Barrett, B.;2
756;Barrett, W.;Barrett, W.;2
757;Barrett, W.A.;Barrett, W.A.;3
758;Barrière, C.;Barrière, C.;1
759;Barrios, J.M.;Barrios, J.M.;1
760;Barros, R.C.;Barros, R.C.;1
761;Bartos, G.E.;Bartos, G.E.;1
762;Barua, S.;Barua, S.;3
763;Bar-Yosef, I.;Bar-Yosef, I.;1
764;Basa, D.;Basa, D.;1
765;Basak, J.;Basak, J.;1
766;Bashir, M.;Bashir, M.;1
767;Bashir, Z.;Bashir, Z.;1
768;Basishtha, S.;Basishtha, S.;1
769;Basit, N.;Basit, N.;1
770;Baskaran, R.;Baskaran, R.;2
771;Basli, H.;Basli, H.;1
772;Basri, R.;Basri, R.;1
773;Bassir, A.;Bassir, A.;1
774;Bastanfard, A.;Bastanfard, A.;1
775;Bastos-Filho, C.J.A.;Bastos-Filho, C.J.A.;1
776;Basu, D.K.;Basu, D.K.;8
777;Basu, K.;Basu, K.;1
778;Basu, S.;Basu, S.;22
779;Basumatari, A.J.;Basumatari, A.J.;1
780;Bathla, A.K.;Bathla, A.K.;1
781;Batista, L.;Batista, L.;1
782;Batouche, M.;Batouche, M.;3
783;Battiato, S.;Battiato, S.;3
784;Batuwita, K.B.M.R.;Batuwita, K.B.M.R.;5
785;Batuwita, R.;Batuwita, R.;1
786;Baumann, F.;Baumann, F.;1
787;Baumgartner, M.;Baumgartner, M.;2
788;Bautista, R.M.J.S.;Bautista, R.M.J.S.;1
789;Bayesteh, E.;Bayesteh, E.;1
790;Becerikli, Y.;Becerikli, Y.;1
791;Becucci, M.;Becucci, M.;1
792;Bedda, M.;Bedda, M.;4
793;Bednorz, A.;Bednorz, A.;1
794;Beghdadi, H.A.;Beghdadi, H.A.;2
795;Begum, H.;Begum, H.;2
796;Behbahan, A.S.;Behbahan, A.S.;1
797;Behbahan, M.S.;Behbahan, M.S.;1
798;Behbahan, N.S.;Behbahan, N.S.;1
799;Behera, S.;Behera, S.;4
800;Behnke, S.;Behnke, S.;2
801;Behrad, A.;Behrad, A.;2
802;Beiraghi, S.;Beiraghi, S.;1
803;Belaid, A.;Belaïd, A.;9
804;Belaïd, A.;Belaïd, A.;9
805;Belanger, D.;Belanger, D.;4
806;Belayd, A.;Belayd, A.;1
807;Beldjehem, M.;Beldjehem, M.;2
808;Belhe, S.;Belhe, S.;2
809;Belhia, S.;Belhia, S.;1
810;Bellam, H.;Bellam, H.;1
811;Bellegarda, J.R.;Bellegarda, J.R.;1
812;Beltrán, A.;Beltrán, A.;1
813;Beltran-Hernandez, J.G.;Beltran-Hernandez, J.G.;1
814;Benabdelhafid, A.;Benabdelhafid, A.;2
815;Benaddy, M.;Benaddy, M.;1
816;Benafia, A.;Benafia, A.;2
817;Benafia, S.;Benafia, S.;1
818;Benahmed, N.;Benahmed, N.;1
819;Ben Amara, N.;Ben Amara, N.;2
820;Ben Amara, N.E.;Ben Amara, N.E.;4
821;Ben Chaabane, C.;Ben Chaabane, C.;1
822;Benchaou, S.;Benchaou, S.;1
823;Bencharef, O.;Bencharef, O.;1
824;Ben Cheikh, I.;Ben Cheikh, I.;1
825;Benchev, S.;Benchev, S.;1
826;Benedetti, A.;Benedetti, A.;1
827;Benedí, J.M.;Benedí, J.-M.;1
828;Benedí, J.-M.;Benedí, J.-M.;1
829;Bengherbia, N.;Bengherbia, N.;1
830;Bengio, S.;Bengio, S.;2
831;Bengio, Y.;Bengio, Y.;1
832;Benhamadou, A.;Benhamadou, A.;1
833;Ben Hamadou, A.;Ben Hamadou, A.;2
834;Benhamamouch, D.;Benhamamouch, D.;2
835;Benhamaoou, A.M.;Benhamaoou, A.M.;1
836;Benita Galaxy, S.E.;Benita Galaxy, S.E.;1
837;Benjelil, M.;Benjelil, M.;1
838;Ben Jmeaa, M.;Ben Jmeaa, M.;1
839;Benkhadda, M.;Benkhadda, M.;1
840;Ben Messaoud, I.;Ben Messaoud, I.;1
841;Benmohammed, M.;Benmohammed, M.;2
842;Bennamoun, Mohammed;Bennamoun, Mohammed;1
843;Bennani, Y.;Bennani, Y.;1
844;Benne, R.G.;Benne, R.G.;1
845;Bennia, A.;Bennia, A.;3
846;Bennour, A.;Bennour, A.;1
847;Benouareth, A.;Benouareth, A.;4
848;BenOuareth, A.;Benouareth, A.;1
849;Benrejeb, M.;Benrejeb, M.;2
850;Benromdhane, S.;Benromdhane, S.;1
851;Bensefia, A.;Bensefia, A.;3
852;Bentrcia, R.;Bentrcia, R.;2
853;Benyettou, A.;Benyettou, A.;2
854;Benyettou, M.;Benyettou, M.;1
855;Benzeghiba, M.F.;Benzeghiba, M.F.;1
856;Benzenache, A.;Benzenache, A.;1
857;Benzoubeir, S.;Benzoubeir, S.;1
858;Bera, S.;Bera, S.;1
859;Beresnev, A.P.;Beresnev, A.P.;1
860;Beresneva, A.;Beresneva, A.;2
861;Bergasa, L.M.;Bergasa, L.M.;1
862;Berkes, P.;Berkes, P.;1
863;Bermani, Y.;Bermani, Y.;1
864;Bernard, S.;Bernard, S.;1
865;Bernardo, L.S.;Bernardo, L.S.;1
866;Berriche, L.;Berriche, L.;1
867;Berry, N.S.;Berry, N.S.;1
868;Berthiaume, V.;Berthiaume, V.;1
869;Bertolami, R.;Bertolami, R.;10
870;Bertolini, D.;Bertolini, D.;1
871;Besra, M.;Besra, M.;2
872;Beveridge, J.R.;Beveridge, J.R.;1
873;Bevilacqua, V.;Bevilacqua, V.;4
874;Bezerra, B.L.D.;Bezerra, B.L.D.;12
875;Bezerra, S.G.T.A.;Bezerra, S.G.T.A.;1
876;Bezine, H.;Bezine, H.;3
877;Bhadran, V.K.;Bhadran, V.K.;1
878;Bhadrannavar, M.;Bhadrannavar, M.;1
879;Bhagat, P.;Bhagat, P.;1
880;Bhagyasree, P.V.;Bhagyasree, P.V.;1
881;Bhalerao, G.V.;Bhalerao, G.V.;1
882;Bhalerao, M.;Bhalerao, M.;1
883;Bhandare, M.S.;Bhandare, M.S.;1
884;Bharadi, V.;Bharadi, V.;2
885;Bharadwaj, S.K.S.;Bharadwaj, S.K.S.;1
886;Bharadwaj, Y.S.S.;Bharadwaj, Y.S.S.;1
887;Bharani, R.;Bharani, R.;1
888;Bharathi, V.C.;Bharathi, V.C.;2
889;Bhardwaj, A.;Bhardwaj, A.;7
890;Bhat, M.I.;Bhat, M.I.;4
891;Bhat, R.;Bhat, R.;1
892;Bhat, V.;Bhat, V.;1
893;Bhateja, V.;Bhateja, V.;2
894;Bhatia, K.;Bhatia, K.;7
895;Bhatia, M.P.S.;Bhatia, M.P.S.;1
896;Bhatt, N.;Bhatt, N.;1
897;Bhattacharjee, D.;Bhattacharjee, D.;1
898;Bhattacharjee, S.;Bhattacharjee, S.;1
899;Bhattacharya, B.B.;Bhattacharya, B.B.;2
900;Bhattacharya, K.;Bhattacharya, K.;2
901;Bhattacharya, S.;Bhattacharya, S.;4
902;Bhattacharya, U.;Bhattacharya, U.;19
903;Bhattacharyya, D.;Bhattacharyya, D.;8
904;Bhattacharyya, K.;Bhattacharyya, K.;2
905;Bhattacharyya, S.;Bhattacharyya, S.;2
906;Bhattad, A.J.;Bhattad, A.J.;1
907;Bhilare, A.;Bhilare, A.;1
908;Bhise, S.;Bhise, S.;1
909;Bhoi, S.;Bhoi, S.;1
910;Bhojak, M.K.;Bhojak, M.K.;1
911;Bhole, C.;Bhole, C.;1
912;Bhosale, S.;Bhosale, S.;1
913;Bhowmick, P.;Bhowmick, P.;5
914;Bhowmik, S.;Bhowmik, S.;11
915;Bhowmik, T.;Bhowmik, T.;1
916;Bhowmik, T.K.;Bhowmik, T.K.;9
917;Bhoyar, K.K.;Bhoyar, K.K.;1
918;Bhuiyan, M.A.-A.;Bhuiyan, M.A.-A.;1
919;Bhunia, A.K.;Bhunia, A.K.;6
920;Bhuyan, M.S.;Bhuyan, M.S.;1
921;Bi, H.;Bi, H.;1
922;Bi, L.;Bi, L.;1
923;Bi, N.;Bi, N.;4
924;Bianne, A.-L.;Bianne-Bernard, A.-L.;3
925;Bianne-Bernard, A.-L.;Bianne-Bernard, A.-L.;3
926;Bideault, G.;Bideault, G.;6
927;Biella, G.E.M.;Biella, G.E.M.;1
928;Biem, A.;Biem, A.;3
929;Biem, A.E.;Biem, A.E.;1
930;Bieniecki, W.;Bieniecki, W.;1
931;Bigun, J.;Bigun, J.;3
932;Bihday, V.;Bihday, V.;1
933;Bilski, P.;Bilski, P.;1
934;Bin, F.;Bin, F.;1
935;Bin, G.;Bin, G.;1
936;Bin, J.;Bin, J.;1
937;Bin, X.;Bin, X.;1
938;Bingru, Y.;Bingru, Y.;1
939;Bingxue, Shi;Bingxue, Shi;1
940;Birch, R.;Birch, R.;1
941;Bischoff, A.;Bischoff, A.;1
942;Bishnu, A.;Bishnu, A.;1
943;Bisht, M.;Bisht, M.;1
944;Bisset, D.L.;Bisset, D.L.;1
945;Biswas, A.;Biswas, A.;3
946;Biswas, S.;Biswas, S.;2
947;Biswas, S.K.;Biswas, S.K.;1
948;Blackwell, K.T.;Blackwell, K.T.;1
949;Blanco-Gonzalo, R.;Blanco-Gonzalo, R.;5
950;Blasig, R.;Blasig, R.;1
951;Bleiweiss, A.;Bleiweiss, A.;1
952;Bloch, G.;Bloch, G.;1
953;Blostein, D.;Blostein, D.;1
954;Bluche, T.;Bluche, T.;17
955;Blue, J.L.;Blue, J.L.;1
956;Blue, James L.;Blue, James L.;1
957;Blumenstein, M.;Blumenstein, M.;14
958;Bo, N.;Bo, N.;1
959;Boatto, L.;Boatto, L.;1
960;Bobate, N.;Bobate, N.;1
961;Bobda, C.;Bobda, C.;3
962;Bodapati, J.D.;Bodapati, J.D.;1
963;Bohdan, Y.;Bohdan, Y.;1
964;Boiangiu, C.-A.;Boiangiu, C.-A.;1
965;Boissier, G.;Boissier, G.;1
966;Bojovic, M.;Bojović, M.;1
967;Bojović, M.;Bojović, M.;1
968;Boldt, M.;Boldt, M.;1
969;Bolelli, F.;Bolelli, F.;1
970;Bolotova, Yu.A.;Bolotova, Yu.A.;1
971;Bon, A.T.;Bon, A.T.;1
972;Bonchev, S.;Bonchev, S.;1
973;Bonde, P.V.;Bonde, P.V.;1
974;Bonde, S.;Bonde, S.;1
975;Bonde, S.V.;Bonde, S.V.;1
976;Boni, P.K.;Boni, P.K.;1
977;Bönninger, I.;Bönninger, I.;3
978;Boonyuu, G.;Boonyuu, G.;1
979;Bootkrajang, J.;Bootkrajang, J.;1
980;Bora, M.B.;Bora, M.B.;1
981;Borca, R.;Borca, R.;1
982;Borean, M.;Borean, M.;2
983;Borghi, G.;Borghi, G.;1
984;Boribalburephan, P.;Boribalburephan, P.;1
985;Borji, A.;Borji, A.;2
986;Bormane, D.S.;Bormane, D.S.;1
987;Borovikov, A.;Borovikov, A.;1
988;Borovikov, E.;Borovikov, E.;1
989;Bortolozzi, F.;Bortolozzi, F.;23
990;Bortone, I.;Bortone, I.;1
991;Borwarnginn, P.;Borwarnginn, P.;1
992;Bosch, V.;Bosch, V.;5
993;Bose, A.;Bose, A.;1
994;Boser, B.;Boser, B.;2
995;Bostanbekov, K.;Bostanbekov, K.;1
996;Boston, N.;Boston, N.;1
997;Bote-Lorenzo, M.L.;Bote-Lorenzo, M.L.;1
998;Bothra, G.;Bothra, G.;1
999;Boto, F.;Boto, F.;1
1000;Bouadjenek, N.;Bouadjenek, N.;2
1001;Boualam, M.;Boualam, M.;2
1002;Bouarifi, W.;Bouarifi, W.;1
1003;Bouaziz, K.;Bouaziz, K.;1
1004;Bouaziz, S.;Bouaziz, S.;1
1005;Boubaker, H.;Boubaker, H.;1
1006;Bouchaffra, D.;Bouchaffra, D.;2
1007;Bouchareb, F.;Bouchareb, F.;3
1008;Boudamous, F.;Boudamous, F.;2
1009;Boudjella, A.;Boudjella, A.;1
1010;Boufenar, C.;Boufenar, C.;3
1011;Boughaci, D.;Boughaci, D.;1
1012;Bougioukou, E.;Bougioukou, E.;4
1013;Bouhoula, A.;Bouhoula, A.;1
1014;Bouikhalene, B.;Bouikhalene, B.;2
1015;Bouillon, M.;Bouillon, M.;2
1016;Bouined, M.L.;Bouined, M.L.;1
1017;Boukerma, H.;Boukerma, H.;3
1018;Boukerram, A.;Boukerram, A.;3
1019;Boukezzoula, N.;Boukezzoula, N.;1
1020;Boukharouba, A.;Boukharouba, A.;2
1021;Boukrouh, M.;Boukrouh, M.;1
1022;Boulahia, S.Y.;Boulahia, S.Y.;1
1023;Boulaknadel, S.;Boulaknadel, S.;1
1024;Boulenouar, A.J.;Boulenouar, A.J.;1
1025;Boulid, Y.;Boulid, Y.;2
1026;Bounbirat, M.;Bounbirat, M.;1
1027;Bourbakis, N.G.;Bourbakis, N.G.;1
1028;Bourbakis, Nikolaos G.;Bourbakis, Nikolaos G.;1
1029;Bouri, F.;Bouri, F.;1
1030;Bouridane, A.;Bouridane, A.;5
1031;Boussellaa, W.;Boussellaa, W.;1
1032;Boutaounte, M.;Boutaounte, M.;1
1033;Bouteruche, F.;Bouteruche, F.;2
1034;Bouvett, E.;Bouvett, E.;1
1035;Bouwhuisen, C.F.;Bouwhuisen, C.F.;1
1036;Bouyer, P.;Bouyer, P.;1
1037;Bouzerdoum, Abdesselam;Bouzerdoum, Abdesselam;1
1038;Bovino, L.;Bovino, L.;1
1039;Boyer, A.;Boyer, A.;1
1040;Brabazon, A.;Brabazon, A.;1
1041;Braga De Andrade, V.;Braga De Andrade, V.;1
1042;Braham, R.;Braham, R.;1
1043;Braiek, E.B.;Braiek, E.B.;1
1044;Brakensiek, A.;Brakensiek, A.;6
1045;Bramall, P.E.;Bramall, P.E.;1
1046;Bramall, Paul E.;Bramall, Paul E.;1
1047;Brause, R.;Brause, R.;1
1048;Bravar, L.;Bravar, L.;1
1049;Bremont, J.;Bremont, J.;1
1050;Bres, S.;Bres, S.;2
1051;Breuel, T.M.;Breuel, T.M.;6
1052;Brezany, P.;Brezany, P.;1
1053;Brierton, R.A.;Brierton, R.A.;1
1054;Brik, Y.;Brik, Y.;1
1055;Brindha, S.;Brindha, S.;1
1056;Brink, A.;Brink, A.;4
1057;Brittan, P.;Brittan, P.;1
1058;Britto, A.S.;Britto, A.S.;1
1059;Britto, A.S., Jr;Britto, A.S.;1
1060;Britto, A.S., Jr.;Britto, A.S.;1
1061;Britto Jr., A.D.S.;Britto, A.S.;1
1062;Britto Jr., A.S.;Britto, A.S.;2
1063;Brkić, K.;Brkić, K.;1
1064;Brockler, F.;Brockler, F.;1
1065;Brodić, D.;Brodić, D.;1
1066;Brodowska, M.;Brodowska, M.;1
1067;Brofferio, S.;Brofferio, S.;1
1068;Bromley, J.;Bromley, J.;2
1069;Brook, S.;Brook, S.;1
1070;Broumandnia, A.;Broumandnia, A.;2
1071;Brown, Michael K.;Brown, Michael K.;1
1072;Brownfield, S.;Brownfield, S.;1
1073;Brożek, O.;Brożek, O.;1
1074;Brun, A.;Brun, A.;3
1075;Brunel, Jean-Yves;Brunel, Jean-Yves;1
1076;Brunessaux, S.;Brunessaux, S.;2
1077;Brunetti, A.;Brunetti, A.;4
1078;Brunner, D.;Brunner, D.;1
1079;Brutman, E.;Brutman, E.;1
1080;Bruynooghe, M.;Bruynooghe, M.;3
1081;Bryan, M.;Bryan, M.;1
1082;Brygilevych, V.;Brygilevych, V.;1
1083;Bu, W.;Bu, W.;1
1084;Budhi, G.S.;Budhi, G.S.;1
1085;Budiarta, K.;Budiarta, K.;1
1086;Budiman, H.;Budiman, H.;1
1087;Budiman, R.;Budiman, R.;1
1088;Budsayaplakorn, R.;Budsayaplakorn, R.;1
1089;Bugdol, M.;Bugdol, M.;1
1090;Bugeja, M.;Bugeja, M.;2
1091;Bui, K.-N.;Bui, K.-N.;1
1092;Bui, Q.A.;Bui, Q.A.;1
1093;Bui, T.D.;Bui, T.D.;16
1094;Bui, T.T.T.;Bui, T.T.T.;1
1095;Bukhari, S.S.;Bukhari, S.S.;1
1096;Bulacu, M.;Bulacu, M.;5
1097;Bunch, J.;Bunch, J.;1
1098;Bunke, H.;Bunke, H.;83
1099;Buongiorno, D.;Buongiorno, D.;1
1100;Buono, A.;Buono, A.;1
1101;Burel, G.;Burel, G.;1
1102;Burel, Gilles;Burel, Gilles;1
1103;Burger, T.;Burger, T.;4
1104;Burges, C.J.C.;Burges, C.J.C.;2
1105;Burget, R.;Burget, R.;2
1106;Burghardt, M.;Burghardt, M.;1
1107;Burie, J.-C.;Burie, J.-C.;3
1108;Burnett, G.E.;Burnett, G.E.;1
1109;Buscaglia, J.;Buscaglia, J.;1
1110;Buse, R.;Buse, R.;3
1111;Butler, T.S.;Butler, T.S.;1
1112;Błoński, K.;Błoński, K.;1
1113;Cader, A.;Cader, A.;1
1114;Caelli, T.;Caelli, T.;1
1115;Caesar, T.;Caesar, T.;1
1116;Caffiyar, M.Y.;Caffiyar, M.Y.;1
1117;Cai, C.;Cai, C.;1
1118;Cai, J.;Cai, J.;4
1119;Cai, Jinhai;Cai, J.;2
1120;Cai, L.;Cai, L.;3
1121;Cai, M.;Cai, M.;5
1122;Cai, S.;Cai, S.;2
1123;Cai, Z.;Cai, Z.;3
1124;Cajote, R.D.;Cajote, R.D.;2
1125;Cakmakov, D.;Cakmakov, D.;6
1126;Calabró, C.;Calabró, C.;1
1127;Calamari, T.;Calamari, T.;1
1128;Caldarola, T.;Caldarola, T.;1
1129;Calefati, A.;Calefati, A.;1
1130;Çalik, N.;Çalik, N.;1
1131;Callier, P.;Callier, P.;2
1132;Calvo, H.;Calvo, H.;1
1133;Calvo-Zaragoza, J.;Calvo-Zaragoza, J.;9
1134;Camastra, F.;Camastra, F.;2
1135;Cambria, E.;Cambria, E.;1
1136;Camillerapp, J.;Camillerapp, J.;5
1137;Can, F.;Can, F.;1
1138;Can, Y.S.;Can, Y.S.;1
1139;Candela, G.T.;Candela, G.T.;1
1140;Candela, Gerald T.;Candela, Gerald T.;1
1141;Candra, F.;Candra, F.;1
1142;Candra, S.;Candra, S.;1
1143;Cano, J.;Cano, J.;1
1144;Cao, H.;Cao, H.;16
1145;Cao, J.;Cao, J.;5
1146;Cao, Jun;Cao, Jun;1
1147;Cao, Q.;Cao, Q.;1
1148;Cao, R.;Cao, R.;2
1149;Cao, W.-H.;Cao, W.-H.;1
1150;Cao, X.;Cao, X.;1
1151;Cao, Y.;Cao, Y.;4
1152;Cao, Y.D.;Cao, Y.D.;1
1153;Cao, Z.;Cao, Z.;4
1154;Çapar, A.;Çapar, A.;1
1155;Capobianco, S.;Capobianco, S.;1
1156;Capor Hrosik, R.;Capor Hrosik, R.;1
1157;Carayannis, G.;Carayannis, G.;3
1158;Carbonell, M.;Carbonell, M.;1
1159;Carbonnel, S.;Carbonnel, S.;2
1160;Cardoso, J.S.;Cardoso, J.S.;1
1161;Cardoso, N.M.;Cardoso, N.M.;1
1162;Cardoso, T.;Cardoso, T.;1
1163;Carlo Izquierdo, J.M.;Carlo Izquierdo, J.M.;1
1164;Carlson, R.;Carlson, R.;2
1165;Carmona, C.;Carmona, C.;1
1166;Carneiro, R.F.;Carneiro, R.F.;1
1167;Carr, Robert M.;Carr, Robert M.;1
1168;Carriquiry, A.L.;Carriquiry, A.L.;1
1169;Carrozzi, M.;Carrozzi, M.;1
1170;Carter, Jeffrey R.;Carter, Jeffrey R.;1
1171;Carus, A.;Carus, A.;1
1172;Carvalho Da Costa, N.J.;Carvalho Da Costa, N.J.;1
