Keyword_ID;Original_Keyword;Standardized_Keyword
415;PATTERN-RECOGNITION;LEARNING-RATE-ANNEALING-ALGORITHM
416;PATTERN-RECOGNITION;COMPETITIVE-LEARNING
417;PATTERN-RECOGNITION;LEARNING-BASED-FILTERING
418;PATTERN-RECOGNITION;HANDWRITING-LEARNING-TOOLS
419;DNN;REGULARIZATION
420;DNN;GPU
421;DNN;DEEP-LEARNING
422;DNN;BPNN
423;DNN;DEEP-NEURAL-NETWORKS
424;DNN;DEEP-LEARNING-NEURAL-NETWORK
425;DNN;REAL-ADABOOST
426;DNN;DEEP-NEURAL-NETWORK-(DNN)
427;DNN;DEEP-QUAD-TREE
428;DNN;DEEP-NEURAL-NETWORK
429;DNN;HYBRID-DEEP-ARCHITECTURE
430;DNN;DEEP-ADAPTIVE-LEARNING
431;DNN;DNN
432;DNN;VGGNET
433;DNN;DEEP-SVM
434;DNN;TENSORFLOW
435;DNN;GOOGLENET
436;DNN;DEEP-REPRESENTATION-LEARNING
437;DNN;MULTI-COLUMN-DEEP-NEURAL-NETWORKS
438;DNN;DEEP-NETWORK
439;DNN;DEEP-FEATURES
440;DNN;TENSOR-FLOW
441;DNN;DEEP-METRIC-LEARNING
442;DNN;TDNN
443;DNN;RELU
444;DNN;DEEP-FEEDFORWARD-NEURAL-NETWORK
445;DNN;DEEP-LEARNING-MODELS
446;DNN;DEEP-SPARSE-CODING
447;DNN;DEEP-LEARNING-ACCELERATOR
448;DNN;DEEP-LEARNING-NETWORK
449;DNN;INCEPTION-NETWORK
450;DNN;DEEPLEARNING4J
451;DNN;DEEP-FEATURES-FUSION
452;DNN;DEEP-LEARNING-4 J
453;DNN;YOLO
454;DNN;DENSENET121
455;DNN;DEEP-SUPERVISED-LEARNING
456;DNN;DEEP-MODEL
457;DNN;DENSENET
458;DNN;DCSOM
459;DNN;DEEP-LEARNING-APPROACHES
460;DNN;FAST-DEEP-LEARNING
461;DNN;DEEP-THINKING-CLASSIFIER
462;DNN;MULTI-COLUMN-DEEP-NEURAL-NETWORK-(MCDNN)
463;DNN;DEEPLEARNING
464;DNN;DEEP-NEURAL-NETWORK-(DNN))
465;DNN;DEEP-MACHINE-LEARNING
466;DNN;DEEPLY-LEARNED-FEATURE
467;DNN;HYBRID-DEEP-LEARNING
468;DNN;HYBRID-DEEP-LEARNING-(HDL)
469;DNN;U-NET
470;CNN;CELLULAR-NONLINEAR/NEURAL-NETWORKS-(CNN)
471;CNN;CNN-UNIVERSAL-MACHINE-(CNN-UM)
472;CNN;CONVOLUTIONAL-NEURAL-NETWORKS
473;CNN;CONVOLUTIONAL-NEURAL-NETWORK
474;CNN;CNN
475;CNN;MQDF-CNN-BYBRID-MODEL
476;CNN;CONVOLUTION
477;CNN;CONVOLUTIONAL-NEURAL-NETWORKS-(CNNS)
478;CNN;CNN-ACCELERATION
479;CNN;CNN-COMPRESSION
480;CNN;CONVOLUTIONAL-NEURAL-NETWORK-SHAPE-MODELS
481;CNN;CONVNET
482;CNN;“HIGH-CAPACITY”-CONVOLUTION-LAYERS
483;CNN;MULTI-SCALE-CONVOLUTIONAL-SAMPLING
484;CNN;ATTRIBUTE-CNN
485;CNN;CONVOLUTIONAL-NEURAL-NETWORK-HANDWRITTEN-NUMERAL-RECOGNITION
486;CNN;CASCADED-CNN
487;CNN;CNN-RNN-HYBRID-NETWORK
488;CNN;CONVOLUTIONAL-NEURAL-NETWORK-(CNN)
489;CNN;CONVOLUTION-NEURAL-NETWORKS
490;CNN;CONVOLUTIONAL-NETWORK
491;CNN;DENSE-CONVOLUTIONAL-NETWORK
492;CNN;CONVOLUTION-NEURAL-NETWORK
493;CNN;CNNS
494;CNN;DENSE-CONVOLUTIONAL-NEURAL-NETWORK
495;CNN;WRITER-AWARE-CNN
496;CNN;HIERARCHICAL-CNN-MODEL
497;CNN;VERY-SMALL-CONVOLUTIONAL-FILTERS
498;CNN;TEMPORAL-CONVOLUTIONAL-RECURRENT-NETWORKS
499;CNN;CNN---CONVOLUTIONAL-NEURAL-NETWORK
500;CNN;SCATTERING-CONVOLUTIONAL-NETWORK
501;CNN;SNN
502;CNN;CONVOLUTIONAL-DECODER
503;CNN;CNN-FEATURES
504;CNN;CONVOLUTIONAL-NEURAL-NETOWRK-(CNN)
505;CNN;CNN--CONVOLUTIONAL-NEURAL-NETWORKS
506;CNN;CONVOLUTIONAL-NEURAL-NETWORK;-FARSI-HANDWRITTEN-DIGIT-RECOGNITION;-HODA-DATASET
507;CNN;CNN-SVM
508;CNN;CONVNETS
509;CNN;CNN-MODEL
510;CNN;HIERARCHICAL-CONVOLUTIONAL-NEURAL-NETWORK
511;CNN;SS-CNN
512;CNN;CONVOLUTIONAL-NEURAL-NETWORKS-(CNN)
513;CNN;TEXTCNN
514;CNN;WAVELET-CONVOLUTIONAL-NEURAL-NETWORKS
515;CNN;LENET-CNN
516;CNN;MULTILAYER-CLUSTER-NEURAL-NETWORK-(MCNN)
517;CNN;GATED-CNN
518;CNN;CONVOLUTION-NEURAL-NETWORK-(CNN)
519;CNN;CNN-CLASSIFIER
520;CNN;PRETRAINED-CNN
521;CNN;STRUCTURAL-ANALYSIS-AND-CONVOLUTIONAL-NEURAL-NETWORKS
522;CNN;CONVOLUTIONAL-LAYER
523;CNN;LOCAL-BINARY-CONVOLUTIONAL-NEURAL-NETWORK
524;CNN;CONVOLUTIONAL-NETWORKS
525;CNN;PCNN
526;CNN;CONVOLUTIONAL-NEURAL-NETWORK(CNN)
527;CNN;FASTER-RCNN
528;CNN;TWO-CHANNEL-CONVOLUTIONAL-NEURAL-NETWORK-(TC-CNN)
529;CNN;CONVOLUTION-MODEL
530;CNN;DILATED-CONVOLUTIONS
531;NN;NEURAL-NETWORKS
532;NN;NEOCOGNITRON
533;NN;NEURAL-NETWORK
534;NN;CLUSTER-NEURAL-NETWORK
535;NN;MODULAR-NEURAL-NETWORK
536;NN;BACK-PROPAGATION
537;NN;QUANTUM-NEURAL-NETWORK
538;NN;NEURAL-NETWORK-APPLICATIONS
539;NN;3-D-NEURAL-NETWORK
540;NN;SELF-GROWING-PROBABILISTIC-DECISIONBASED-NEURAL-NETWORKS
541;NN;NEURAL-NETWORK-ARCHITECTURE
542;NN;ARTIFICIAL-NEURAL-NETWORKS
543;NN;OPTICAL-NEURAL-NETWORKS
544;NN;HIGH-ORDER-NEURAL-NETWORK
545;NN;NEURAL-NETWORK-MODEL
546;NN;NEURAL-NETWORK-CLASSIFIERS
547;NN;OPTICAL-NEURAL-NETWORK
548;NN;ARTIFICIAL-NEURAL-NETWORK
549;NN;SYMBOLIC-AND-NEURAL-CLASSIFIERS
550;NN;SELF-GROWING-PROBABILISTIC-DECISION-BASED-NEURAL-NETWORKS
551;NN;BACK-PROPAGATION-ALGORITHM
552;NN;LIMITED-RECEPTIVE-AREA-NEURAL-CLASSIFIER
553;NN;FEEDFORWARD-NEURAL-NETWORK
554;NN;NEURAL-CLASSIFIERS
555;NN;NEURAL-NETWORKS-AND-FUZZY-LOGIC
556;NN;NEURAL-NETWORK-BASED-READING
557;NN;DECISION-BASED-NEURAL-NETWORKS-(DBNNS)
558;NN;ADABOOST
559;NN;NEURAL-NETWORK-ALGORITHM
560;NN;CELLULAR-NEURAL-NETWORKS
561;NN;GENETIC-NEURAL-NETWORKS
562;NN;NEURAL-NETWORKS-APPROACHES
563;NN;WEIGHTLESS-NEURAL-NETWORKS
564;NN;PREDICTIVE-NEURAL-NETWORK
565;NN;NEURAL-NETWORK-CLASSIFIER
566;NN;SPATIO-TEMPORAL-NEURAL-NETWORKS
567;NN;FEEDFORWARD-NEURAL-NETWORKS
568;NN;BACKPROPAGATION-ALGORITHM
569;NN;ACTIVATION-FUNCTION
570;NN;BACKPROPAGATION
571;NN;LARGE-SCALE-NEURAL-NETWORK
572;NN;ARTIFICIAL-NEURAL-NETWORK-(ANN)
573;NN;EVOLUTIONARY-NEURAL-CLASSIFIER
574;NN;INTEGRATING-NEURAL-NETWORK
575;NN;ADAPTIVE-FUNCTION-NEURAL-NETWORK
576;NN;SNAP-DRIFT-NEURAL-NETWORK
577;NN;BACKPROPAGATION-NETWORK
578;NN;BACKPROPAGATION-LEARNING
579;NN;BP-ALGORITHM
580;NN;THE-ASSEMBLY-NEURAL-NETWORK
581;NN;BACK-PROPAGATION-NEURAL-NETWORK
582;NN;BACK-PROPAGATION-NEURAL-NETWORK-(BPNN)
583;NN;LIRA-NEURAL-CLASSIFIER
584;NN;BP-NEURALNETWORK
585;NN;BACK-PROPAGATION-NEURAL-NETWORKS
586;NN;ANN
587;NN;NEURAL-NETWORKS-CLASSIFIER
588;NN;FEED-FORWARD-NEURAL-NETWORK
589;NN;BP-ARTIFICIAL-NEURAL-NETWORK
590;NN;ADABOOST.MH
591;NN;COUNTER-PROPAGATION-NEURAL-NETWORKS
592;NN;BP-NEURAL-NETWORK
593;NN;NEURAL-NETWORK-CLUSTERS
594;NN;ANNEALING-NEURAL-NETWORKS
595;NN;NEURONS-NETWORKS
596;NN;FEED-FORWARD-BACK-PROPAGATION-NEURAL-NETWORK
597;NN;MODULAR-NEURAL-NETWORKS
598;NN;NEURAL
599;NN;RCE-SPATIO-TEMPORAL-NEURAL-NETWORK
600;NN;WAVELET-NEURAL-NETWORK
601;NN;KNOWLEDGE-BASED-NEURAL-NETWORKS
602;NN;COUNTERPROPAGATION-NEURAL-NETWORK
603;NN;NEURAL-NETWORK-COMBINATION.
604;NN;NEURAL-NETWORK-LANGUAGE-MODEL-(NN-LM)
605;NN;NEURAL-NETWORKS-(NNS)
606;NN;FEED-FORWARD-PROPAGATION-NEURAL-NETWORK
607;NN;RECURSIVE-NEURAL-NETWORK
608;NN;FEEDFORWRD-NEURAL-NETWORK
609;NN;FEED-FORWARD-NETWORK
610;NN;GENERALIZATION-ABILITY-OF-NEURAL-NETWORK
611;NN;NEURAL-NETWORK-CLASSIFICATION
612;NN;FEED-FORWARD-NEURAL-NETWORKS
613;NN;BACK-PROPAGATION-OF-ERROR-(BPE)-METHOD
614;NN;NEURAL-NETWORK-LEARNING
615;NN;NEURONS
616;NN;STOCHASTIC-GRADIENT-DESCENT
617;NN;BACK-PROPAGATION-NERUAL-NETWORK
618;NN;BACKPROPAGATION-OF-ERROR
619;NN;NEURAL-NETWORK-TRAINING
620;NN;NEURAL-NETWORK-CLASSIFIER-AND-MAJORITY-VOTING-CLASSIFICATION-SCHEME
621;NN;ANN-(ARTIFICIAL-NEURAL-NETWORK)
622;NN;FFNN-(FEED-FORWARD-NEURAL-NETWORK)
623;NN;PARACONSISTENT-ARTIFICIAL-NEURAL-NETWORKS
624;NN;NEURAL-NETWORK-ENSEMBLES
625;NN;HIDDEN-LAYERS
626;NN;BACKWARD-PROPAGATION-ARTIFICIAL-NEURAL-NETWORK
627;NN;HYBRID-NEURAL-NETWORK
628;NN;FREEMAN-CHAIN-CODE-AND-FEEDFORWARD-BACKPROPAGATION-NEURAL-NETWORKS
629;NN;AUTOASSOCIATIVE-NEURAL-NETWORKS
630;NN;REVERSE-NEURAL-NETWORK
631;NN;NEURAL-NETWORK-VALIDATION
632;NN;BACK-PROPAGATION-NETWORK
633;NN;BP
634;NN;CELLULAR-NEURAL-NETWORK
635;NN;BP-NEURAL-NET
636;NN;ANN(ARTIFICIAL-NEURAL-NETWORK)
637;NN;FEEDFORWARD-NEURAL-NETWORK-LANGUAGE-MODEL
638;NN;EVOLUTIONARY-NEURAL-NETWORK
639;NN;NEURAL-CODES
640;NN;POOLING
641;NN;ENSEMBLE-NEURAL-NETWORK
642;NN;MULTI-LEVEL-NEURAL-NETWORK
643;NN;NEURAL-NETWORK-LANGUAGE-MODEL
644;NN;ASSOCIATED-TRACK-8.1:-NEURAL-NETWORKS-AND-SYSTEMS
645;NN;NN
646;NN;HIDDEN-LAYERS-AND-EPOCHS
647;NN;NEURAL-NETWORK-TOPOLOGIES
648;NN;FRACTIONAL-ORDER-BP-NEURAL-NETWORK
649;NN;NN---NEURAL-NETWORK
650;NN;HYBRID-NEURAL-MODELS
651;NN;ADABOOSTM1
652;NN;NEURAL-CLASSIFIER
653;NN;ZONING-AND-NEURAL-NETWORK
654;NN;ADA-BOOST
655;NN;FLM-BASED-NEURAL-NETWORK
656;NN;SHALLOW-NEURAL-NETWORKS
657;NN;NEURAL-ENSEMBLE
658;NN;NEURAL-NETWORK-RECOGNITION
659;NN;BP-NETWORK
660;NN;ADAM-OPTIMIZATION
661;NN;NEURAL-NETWORK(NN)
662;NN;ACON-NEURAL-NETWORKS
663;NN;ADAMOPTIMIZER
664;NN;ARTIFICIAL-NEURON
665;NN;ANN-BP
666;NN;HAMMING-NEURAL-NETWORK-(HNN)
667;NN;FINITE-IMPULSE-RESPONSE-NEURAL-NETWORK
668;NN;TEMPORAL-PROCESSING-NEURAL-NETWORKS
669;NN;NEURAL-NETWORK-(NN)
670;NN;NEURAL-NETWORK.
671;NN;NEURAL-ARCHITECTURE-OPTIMIZATION
672;NN;ADAM
673;NN;NEURALNET-PROGRAM
674;NN;BP-NEURAL-NETWORKS
675;NN;NEURAL-NETWORKS-ACCELERATOR
676;NN;MIZO-HANDWRITTEN-OCR;-PATTERN-RECOGNITION;-HYBRID-OCR;-HYBRID-SEGMENTATION-TECHNIQUE-FOR-ISOLATED-CHARACTER;-HYBRID-FEATURE-EXTRACTION;-ARTIFICIAL-NEURAL-NETWORK;-MIZO-HANDWRITTEN-IMAGE-TO-TEXT;-CHARACTER-IMAGE-PROCESSING
677;NN;BACKPROPAGATION-AND-NEURAL-NETWORK
678;NN;ADABOOSTCLASSIFIER
679;NN;ARTIFICIAL-NEURAL-NETWORK(ANN)
680;NN;SPARSE-SINGLE-HIDDEN-LAYER-FEEDFORWARD-NEURAL-NETWORKS-(SSLFNS)
681;NN;BACKPROPAGATION-NEURAL-NETWORK
682;NN;TRAINING-NEURAL-NETWORKS
683;NN;NEURAL-NETWORK-FOR-CHARACTER-RECOGNITION
684;NUMERAL RECOGNITION;HANDWRITTEN-NUMERALS
685;NUMERAL RECOGNITION;HANDWRITTEN-NUMERAL-RECOGNITION
686;NUMERAL RECOGNITION;DIGITS
687;NUMERAL RECOGNITION;ZIP-CODES
688;NUMERAL RECOGNITION;HANDWRITTEN-NUMERAL
689;NUMERAL RECOGNITION;HANDWRITTEN-DIGIT-RECOGNITION
690;NUMERAL RECOGNITION;DIGIT-RECOGNITION
691;NUMERAL RECOGNITION;TOTALLY-UNCONSTRAINED-HANDWRITTEN-NUMERAL-RECOGNITION
692;NUMERAL RECOGNITION;HANDWRITTEN-NUMERAL-STRING
693;NUMERAL RECOGNITION;ISOLATED-NUMERAL-RECOGNITION
694;NUMERAL RECOGNITION;NUMERAL-RECOGNITION
695;NUMERAL RECOGNITION;NIST-DATABASE
696;NUMERAL RECOGNITION;ZIP-CODE-RECOGNITION
697;NUMERAL RECOGNITION;HANDPRINTED-NUMERAL-RECOGNITION
698;NUMERAL RECOGNITION;SEPARATION-OF-NUMERAL-STRINGS
699;NUMERAL RECOGNITION;TOUCHING-HANDWRITTEN-NUMERAL-STRINGS
700;NUMERAL RECOGNITION;HANDWRITTEN-DIGITS
701;NUMERAL RECOGNITION;HAND-WRITTEN-DIGIT-RECOGNITION
702;NUMERAL RECOGNITION;DISCONNECTED-HANDWRITTEN-NUMERALS-AND-IMAGE-PROCESSING
703;NUMERAL RECOGNITION;HAND-WRITTEN-ROTATED-DIGITS
704;NUMERAL RECOGNITION;HANDWRITTEN-NUMERICAL-STRING-RECOGNITION
705;NUMERAL RECOGNITION;SEGMENTATION-AND-RECOGNITION-OF-NUMERALS
706;NUMERAL RECOGNITION;DIGIT-STRING
707;NUMERAL RECOGNITION;ISOLATED-DIGITS-AND-CHARACTERS
708;NUMERAL RECOGNITION;NUMERICAL-STRING-RECOGNITION
709;NUMERAL RECOGNITION;HANDWRITTEN-DIGIT
710;NUMERAL RECOGNITION;MNIST-DATABASE
711;NUMERAL RECOGNITION;NUMERAL-STRING-RECOGNITION
712;NUMERAL RECOGNITION;HANDWRITTEN-TOUCHING-PAIRS-OF-DIGITS
713;NUMERAL RECOGNITION;RECOGNITION-OF-HANDWRITTEN-DIGITS
714;NUMERAL RECOGNITION;CONNECTED-HANDWRITTEN-DIGIT-RECOGNITION
715;NUMERAL RECOGNITION;DIGIT-TEMPLATES
716;NUMERAL RECOGNITION;HANDWRITTEN-NUMERALS-RECOGNITION
717;NUMERAL RECOGNITION;PERSONALITY-TRAITS
718;NUMERAL RECOGNITION;HANDWRITTEN-DIGITS-AND-LOWERCASE-CHARACTERS-RECOGNITION
719;NUMERAL RECOGNITION;VERIFICATION-OF-HANDWRITTEN-NUMERALS
720;NUMERAL RECOGNITION;HANDWRITTEN-NUMERAL-STRING-RECOGNITION
721;NUMERAL RECOGNITION;ALPHANUMERIC-HANDPRINTS
722;NUMERAL RECOGNITION;TOUCHING-NUMERAL-PAIRS
723;NUMERAL RECOGNITION;HANDWRITTEN-DIGIT-CLASSIFICATION
724;NUMERAL RECOGNITION;OFF-LINE-HANDWRITTEN-NUMERAL-RECOGNITION
725;NUMERAL RECOGNITION;HANDWITTEN-NUMERAL-RECOGNITION
726;NUMERAL RECOGNITION;HANDWRITTEN-DIGIT-IDENTIFICATION
727;NUMERAL RECOGNITION;HANDWRITING-DIGITS-RECOGNITION
728;NUMERAL RECOGNITION;HANDWRITTEN-NUMERAL-STRING-SEGMENTATION
729;NUMERAL RECOGNITION;HANDWRITING-DIGIT-RECOGNITION
730;NUMERAL RECOGNITION;URDU-DIGIT-RECOGNITION
731;NUMERAL RECOGNITION;HANDWRITTEN-DIGITS-RECOGNITION
732;NUMERAL RECOGNITION;HANDWRITTEN-DIGITS-RECOGNITION-PROBLEM
733;NUMERAL RECOGNITION;NUMERAL-PAIR-SEGMENTATION
734;NUMERAL RECOGNITION;LITERAL-AMOUNT-RECOGNITION
735;NUMERAL RECOGNITION;FARSI-HANDWRITTEN-DIGIT-RECOGNITION
736;NUMERAL RECOGNITION;OFF-LINE-HANDWRITTEN-DIGIT-RECOGNITION
737;NUMERAL RECOGNITION;LENGTH-ESTIMATION-OF-DIGIT-STRING
738;NUMERAL RECOGNITION;NUMARAL-RECOGNITION
739;NUMERAL RECOGNITION;MNIST-DATABASE-HANDWRITTEN-DIGITS
740;NUMERAL RECOGNITION;HANDWRITTEN-NUMERAL-CHARACTERS
741;NUMERAL RECOGNITION;NUMERICAL-RECOGNITION
742;NUMERAL RECOGNITION;BROKEN-HANDWRITTEN-DIGITS
743;NUMERAL RECOGNITION;HANDWRITTEN-NUMERICAL
744;NUMERAL RECOGNITION;NUMERAL-STRING-SEGMENTATION
745;NUMERAL RECOGNITION;DISCRIMINATION-OF-HANDWRITTEN-NUMERALS
746;NUMERAL RECOGNITION;NUMERICAL-ESTIMATORS-OF-PROXIMITY
747;NUMERAL RECOGNITION;HANDWITTEN-NUMERAL-CHARACTERS
748;NUMERAL RECOGNITION;HANDWRITTEN-NUMERAL-CHARACTERS-CLASSIFIER
749;NUMERAL RECOGNITION;HANDWRITING-NUMERAL-RECOGNITION
750;NUMERAL RECOGNITION;HANDWRITTEN-CHARACTER/DIGIT-RECOGNITION
751;NUMERAL RECOGNITION;DIGIT
752;NUMERAL RECOGNITION;RECOGNIZING-HANDWRITTEN-DIGITS
753;NUMERAL RECOGNITION;THE-MNIST-DATABASE
754;NUMERAL RECOGNITION;HAND-PRINTED-NUMERAL-RECOGNITION
755;NUMERAL RECOGNITION;USPS-HAND-WRITTEN-DIGITS
756;NUMERAL RECOGNITION;SHAPE-SIMILAR-DIGITS
757;NUMERAL RECOGNITION;OFFLINE-HANDWRITTEN-NUMBER
758;NUMERAL RECOGNITION;MNIST
759;NUMERAL RECOGNITION;UNCONSTRAINED-HANDWRITTEN-NUMERAL
760;NUMERAL RECOGNITION;HANDWRITING-DIGIT-CLASSIFIER
761;NUMERAL RECOGNITION;HANDWRITTEN-NUMERICAL-CHARACTER-RECOGNITION
762;NUMERAL RECOGNITION;VIRTUAL-HANDWRITING-DIGIT
763;NUMERAL RECOGNITION;POSTAL-CODE
764;NUMERAL RECOGNITION;OFFLINE-HANDWRITTEN-DIGIT-RECOGNITION
765;NUMERAL RECOGNITION;HANDWRITTEN-NUMBER-RECOGNITION
766;NUMERAL RECOGNITION;DIGIT-HANDWRITINGS
767;NUMERAL RECOGNITION;HANDWRITTEN-BANGLA-DIGIT
768;NUMERAL RECOGNITION;HETEROGENEOUS-HANDWRITTEN-DIGITS
769;NUMERAL RECOGNITION;HAND-WRITTEN-NUMERAL-RECOGNITION
770;NUMERAL RECOGNITION;HANDWRITTEN-NUMERIC-CHAINS
771;NUMERAL RECOGNITION;ASSAMESE-NUMERAL-RECOGNITION
772;NUMERAL RECOGNITION;HANDWRITTEN-KANNADA-NUMERAL
773;NUMERAL RECOGNITION;HANDWRITTEN-NUMERAL-CHARACTER-RECOGNITION
774;NUMERAL RECOGNITION;ZIP-CODE
775;NUMERAL RECOGNITION;MNIST-DIGIT-DATABASE
776;NUMERAL RECOGNITION;PARTICIALLY-OCCLUDED-HANDWRITTEN-DIGIT
777;NUMERAL RECOGNITION;HANDWRITTEN-DIGITS-CLASSIFICATION
778;NUMERAL RECOGNITION;OFF-LINE-HANDWRITTEN-NUMERALS-RECOGNITION
779;NUMERAL RECOGNITION;RECOGNITION-OF-FARSI-HANDWRITTEN-DIGITS
780;NUMERAL RECOGNITION;DIGITS-RECOGNITION
781;NUMERAL RECOGNITION;DATA-MNIST
782;NUMERAL RECOGNITION;DIGIT-RECOGNITION–VERIFICATION
783;NUMERAL RECOGNITION;NUMERAL-STRING
784;NUMERAL RECOGNITION;NUMERAL-SCRIPT-IDENTIFICATION
785;NUMERAL RECOGNITION;DIGIT-STRING-RECOGNITION
786;NUMERAL RECOGNITION;ISOLATED-HANDWRITTEN-DIGITS
787;NUMERAL RECOGNITION;ALPHANUMERIC-RECOGNITION
788;NUMERAL RECOGNITION;HANDWRITTEN-DIGITS-AND-SIGNS
789;NUMERAL RECOGNITION;MULTI-DIGIT-NUMBERS
790;NUMERAL RECOGNITION;NUMERICAL-STRINGS
791;NUMERAL RECOGNITION;MNIST-DATASET
792;NUMERAL RECOGNITION;HANDWRITTEN-DIGIT-STRING-RECOGNITION
793;NUMERAL RECOGNITION;HANDWRITTEN-DIGIT-IMAGE-RECOGNITION
794;NUMERAL RECOGNITION;HAND-WRITTEN-NUMERALS
795;NUMERAL RECOGNITION;MUL-LANGUAGE-NUMERALS-RECOGNITION
796;NUMERAL RECOGNITION;HANDWRITTEN-DIGITS&apos;-RECOGNITION
797;NUMERAL RECOGNITION;NUMBER-COGNITION
798;NUMERAL RECOGNITION;IN-AIR-HANDWRITING
799;NUMERAL RECOGNITION;DECIMAL-DIGITS-DATASET
800;NUMERAL RECOGNITION;PERSONAL-DIGITAL-BODYGARDS
801;NUMERAL RECOGNITION;HANDWRITTEN-DIGIT-RECOGNITION-IN-IMAGES
802;NUMERAL RECOGNITION;HAND-DIGIT-RECOGNITION
803;NUMERAL RECOGNITION;BANGLA-HANDWRITTEN-NUMERAL
804;NUMERAL RECOGNITION;NUMERAL-SPOTTING
805;NUMERAL RECOGNITION;HANDWRITTEN-DIGIT-IMAGES
806;NUMERAL RECOGNITION;HANDWRITTEN-BANGLA-DIGIT-RECOGNITION
807;NUMERAL RECOGNITION;NUMERAL
808;NUMERAL RECOGNITION;NUMERAL-EXTRACTION
809;NUMERAL RECOGNITION;CONNECTED-HANDWRITTEN-DIGITS
810;NUMERAL RECOGNITION;HANDWRITTEN-ALPHA-NUMERAL-IDENTIFICATION
811;NUMERAL RECOGNITION;HANDWRITTEN-DIGITSS
812;NUMERAL RECOGNITION;MNIST-DIGITS
813;NUMERAL RECOGNITION;NUMBER-DETECTION
814;NUMERAL RECOGNITION;OPTICAL-RECOGNITION-OF-HANDWRITTEN-DIGITS
815;NUMERAL RECOGNITION;GURMUKHI-HANDWRITTEN-DIGIT-RECOGNITION
816;NUMERAL RECOGNITION;HANDWRITTEN-SELF-BUILD-DIGITS-IMAGES
817;NUMERAL RECOGNITION;HANDWRITTEN-DIGIT-RECOGNITION-SYSTEM
818;NUMERAL RECOGNITION;MNIST-DIGIT-CLASSIFICATION
819;NUMERAL RECOGNITION;MNIST-HANDWRITTEN-DIGIT-DATABASE
820;NUMERAL RECOGNITION;NUMBER-IMAGE
821;NUMERAL RECOGNITION;HANDWRITTEN-NUMERAL-DIGIT-RECOGNITION
822;NUMERAL RECOGNITION;ROBUST-HANDWRITTEN-DIGIT-RECOGNITION
823;NUMERAL RECOGNITION;HANDWRITTEN-NUMERAL-RECOGNITION-(HNR)
824;NUMERAL RECOGNITION;HANDWRITTEN-TIBETAN-DIGITAL-WORDS-RECOGNITION
825;NUMERAL RECOGNITION;CLASSIFICATION-OF-DIGIT
826;NUMERAL RECOGNITION;HANDWRITTEN-DIGIT-STRING
827;NUMERAL RECOGNITION;MULTI-DIGITS-RECOGNITION
828;NUMERAL RECOGNITION;MNIST-HANDWRITTEN-DIGIT-DATASET
829;NUMERAL RECOGNITION;HANDWRITING-DIGITAL-RECOGNITION
830;NUMERAL RECOGNITION;HANDWRITTEN-DIGIT-RECOGNITION-PROBLEM
831;NUMERAL RECOGNITION;HANDWRITTEN-DIGITS-DISCRIMINATION
832;NUMERAL RECOGNITION;MNIST-HANDWRITTEN-DIGITS
833;NUMERAL RECOGNITION;DIGIT-STRINGS
834;NUMERAL RECOGNITION;FACE-AND-HANDWRITTEN-DIGIT-RECOGNITION
835;NUMERAL RECOGNITION;TOUCHING-NUMERAL-STRINGS
836;NUMERAL RECOGNITION;UNCONSTRAINED-HANDWRITTEN-NUMERALS
837;NUMERAL RECOGNITION;CONNECTED-DIGIT-STRINGS
838;NUMERAL RECOGNITION;SEGMENTATION-OF-HANDWRITING-DIGIT-STRING
839;NUMERAL RECOGNITION;NUMERALS
840;NUMERAL RECOGNITION;NUMERICAL-STRING
841;NUMERAL RECOGNITION;CONNECTED-DIGITS
842;NUMERAL RECOGNITION;HANDWRITTEN-NUMERAL-STRINGS
843;NUMERAL RECOGNITION;NUMBER-RECOGNITION
844;NUMERAL RECOGNITION;TOUCHING-NUMERALS
845;SVM;SUPPORTING-FUNCTION
846;SVM;SUPPORT-VECTOR-CLASSIFIER
847;SVM;SUPPORT-VECTOR-CLASSIFIERS
848;SVM;SUPPORT-VECTOR-MACHINES
849;SVM;SUPPORT-VECTOR-MACHINE
850;SVM;SVM
851;SVM;DECISION-SUPPORT-SYSTEMS
852;SVM;SUPPORT-VECTOR-MACHINES-(SVM)
853;SVM;SEPARABLE-KERNEL-COMPACT-SUPPORT-(SKCS)
854;SVM;LS-SVM
855;SVM;LEAST-SQUARES-SUPPORT-VECTOR-MACHINE
856;SVM;SVMS
857;SVM;MULTIPLE-SUPPORT-VECTOR-CLASSIFIER
858;SVM;SVM-CLASSIFIER
859;SVM;MULTI-CLASS-SVM-CLASSIFIER
860;SVM;LEAST-SQUARE-SUPPORT-VECTOR-MACHINE
861;SVM;SUPPORT-VECTOR-MACHINE-(SVM)
862;SVM;SVM.
863;SVM;MULTICLASS-SVM
864;SVM;CBWSVM
865;SVM;FSVM
866;SVM;LIBSVM
867;SVM;ONE-CLASS-SUPPORT-VECTOR-MACHINES
868;SVM;ONE-CLASS-SVM
869;SVM;SUPPORT-VECTOR-MACHINE-TREE
870;SVM;SVM-RE-SCORING
871;SVM;SVM-TREE
872;SVM;LEAST-SQUARES-SUPPORT-VECTOR-MACHINES
873;SVM;BASED-SVM
874;SVM;SVM-CLASSIFIER;-CHARACTER-RECOGNITION
875;SVM;SUPPORT-VECTORS-MACHINES
876;SVM;SUPPORT-VECTOR-DECISION
877;SVM;CASCADE-PCA-SVMNET
